latitude,longitude,ocean depth (m),depth of sample (m),temperature of ocean (C),dissolved oxygen (µmol kg-1),apparent oxygen utilization (µmol kg-1),temperature of pH measurement (C),pH
72.7874,-136.722,-999,149.7,-1.386,-999,9,-999,7.9225
72.7873,-136.722,-999,99.5,-1.316,-999,9,-999,8.0779
72.7872,-136.721,-999,50.1,-1.315,-999,9,-999,8.1673
72.7872,-136.721,-999,24.1,-1.026,-999,9,-999,8.2058
72.7871,-136.721,-999,2.3,-1.337,-999,9,-999,8.1451
71.4169,-134.161,-999,494.3,0.532,-999,9,-999,8.1994
71.4155,-134.161,-999,346.8,0.567,-999,9,-999,8.1869
71.4136,-134.161,-999,200,-0.567,-999,9,-999,8.0404
71.4107,-134.161,-999,24.9,5.453,-999,9,-999,8.0724
71.4102,-134.161,-999,1.2,2.55,-999,9,-999,8.0075
71.2644,-133.91,-999,495,0.512,-999,9,-999,8.1873
71.2633,-133.911,-999,346.5,0.605,-999,9,-999,8.1636
71.2617,-133.913,-999,199,-0.492,-999,9,-999,8.0943
71.2604,-133.915,-999,99.6,-1.33,-999,9,-999,8.1095
71.2594,-133.916,-999,25.5,5.228,-999,9,-999,8.126
71.2589,-133.917,-999,4.7,4.458,-999,9,-999,8.1083
71.1049,-133.643,-999,361.9,0.501,-999,9,-999,8.153
71.1037,-133.641,-999,248.8,0.04,-999,9,-999,8.1449
71.1023,-133.64,-999,149,-1.359,-999,9,-999,8.0406
71.1011,-133.638,-999,49.7,-0.684,-999,9,-999,8.1675
71.1001,-133.637,-999,3.1,3.42,-999,9,-999,8.0636
71.0249,-133.515,-999,135.2,-1.375,-999,9,-999,8.1096
71.0244,-133.514,-999,75.2,-1.304,-999,9,-999,8.0743
71.024,-133.513,-999,30.9,-1.044,-999,9,-999,8.1766
71.0235,-133.512,-999,2,3.6,-999,9,-999,8.051
70.9455,-133.395,-999,70,-1.359,-999,9,-999,8.1315
70.9452,-133.395,-999,44.5,-0.46,-999,9,-999,8.2208
70.9448,-133.394,-999,4.1,4.336,-999,9,-999,8.0872
71.0971,-128.445,-999,47.6,-0.955,-999,9,-999,8.1647
71.0968,-128.444,-999,25.8,-0.088,-999,9,-999,8.212
71.0967,-128.443,-999,2.1,5.117,-999,9,-999,8.1117
71.1763,-128.32,-999,52.5,-0.912,-999,9,-999,8.1522
71.1763,-128.319,-999,24.8,0.564,-999,9,-999,8.1968
71.1762,-128.318,-999,2.7,4.72,-999,9,-999,8.1239
71.2525,-128.189,-999,68,-1.027,-999,9,-999,8.1615
71.2522,-128.188,-999,4.4,4.505,-999,9,-999,7.88
71.3294,-128.045,-999,122.9,-1.364,-999,9,-999,8.0418
71.3285,-128.044,-999,3.4,4.766,-999,9,-999,8.0006
71.3707,-127.992,-999,99.5,-1.39,-999,9,-999,8.4886
71.3702,-127.993,-999,48.8,-1.138,-999,9,-999,8.4826
71.37,-127.993,-999,24.7,2.965,-999,9,-999,8.1201
71.3697,-127.993,-999,3.4,4.772,-999,9,-999,8.324
71.4112,-127.917,-999,193.7,-0.834,-999,9,-999,8.4539
71.4101,-127.919,-999,2,5.197,-999,9,-999,8.3402
71.4885,-127.776,-999,99.2,-1.34,-999,9,-999,8.4512
71.4884,-127.776,-999,74,-1.303,-999,9,-999,8.4824
71.4883,-127.776,-999,49.9,-1.153,-999,9,-999,8.4674
71.4881,-127.777,-999,23.8,4.513,-999,9,-999,8.0526
71.6456,-127.501,-999,175.2,-0.73,-999,9,-999,8.3464
71.6453,-127.501,-999,100.4,-1.411,-999,9,-999,8.4165
71.645,-127.5,-999,49.7,-0.772,-999,9,-999,8.4376
71.6448,-127.499,-999,25.1,-0.536,-999,9,-999,8.4761
71.6446,-127.499,-999,2.7,5.4,-999,9,-999,8.1111
71.8019,-127.219,-999,250.3,0.065,-999,9,-999,8.4379
71.8017,-127.218,-999,200,-0.396,-999,9,-999,8.4437
71.8015,-127.218,-999,149.9,-0.987,-999,9,-999,8.4776
71.8013,-127.217,-999,100,-1.387,-999,9,-999,8.4585
71.8011,-127.217,-999,50.1,-1.227,-999,9,-999,8.2423
71.8009,-127.217,-999,3,5.783,-999,9,-999,8.3039
71.9237,-127.021,-999,249.6,0.104,-999,9,-999,8.0725
71.9234,-127.024,-999,149.8,-1.075,-999,9,-999,8.4137
71.9233,-127.025,-999,100.4,-1.408,-999,9,-999,8.4347
71.9231,-127.027,-999,50.1,-0.273,-999,9,-999,8.3799
71.923,-127.028,-999,4.2,4.833,-999,9,-999,8.1174
71.964,-126.942,-999,307.5,0.244,-999,9,-999,8.4144
71.9637,-126.944,-999,2.8,5.512,-999,9,-999,8.3181
72.0032,-126.874,-999,204.8,-0.067,-999,9,-999,8.344
72.0032,-126.875,-999,150.3,-1.163,-999,9,-999,8.4935
72.0033,-126.876,-999,49.9,-0.512,-999,9,-999,8.2753
72.0033,-126.877,-999,2.4,5.174,-999,9,-999,8.1039
72.0428,-126.802,-999,58.7,-0.507,-999,9,-999,8.3513
72.0429,-126.803,-999,30.2,4.708,-999,9,-999,8.1447
72.0429,-126.804,-999,3.4,5.079,-999,9,-999,8.2715
72.0816,-126.73,-999,30.2,5.12,-999,9,-999,8.3317
72.0817,-126.731,-999,19.9,5.202,-999,9,-999,8.1585
72.0817,-126.731,-999,9.5,5.215,-999,9,-999,8.1058
72.0818,-126.731,-999,2.5,5.24,-999,9,-999,8.0912
72.1181,-126.665,-999,19.6,5.641,-999,9,-999,8.2693
72.1182,-126.665,-999,9.9,5.375,-999,9,-999,8.1226
73.1603,-158.1887,-999,798,0.137,-999,9,-999,8.0981
73.1603,-158.1887,-999,748.2,0.217,-999,9,-999,8.0828
73.1603,-158.1887,-999,504.2,0.605,-999,9,-999,8.083
73.1603,-158.1887,-999,450.5,0.705,-999,9,-999,8.0656
73.1603,-158.1887,-999,402.2,0.783,-999,9,-999,8.091
73.1603,-158.1887,-999,351.7,0.694,-999,9,-999,8.0763
73.1603,-158.1887,-999,302.4,0.503,-999,9,-999,8.052
73.1603,-158.1887,-999,249,-0.141,-999,9,-999,8.0303
73.1603,-158.1887,-999,201.6,-1.007,-999,9,-999,7.9382
73.1603,-158.1887,-999,175.8,-1.592,-999,9,-999,7.7651
73.1603,-158.1887,-999,151.3,-1.514,-999,9,-999,7.7992
73.1603,-158.1887,-999,125.7,-1.47,-999,9,-999,7.8836
73.1603,-158.1887,-999,100.8,-1.007,-999,9,-999,7.9602
73.1603,-158.1887,-999,74.7,-0.559,-999,9,-999,8.0767
73.1603,-158.1887,-999,51.9,3.87,-999,9,-999,8.2029
73.1603,-158.1887,-999,41.8,1.707,-999,9,-999,8.1909
73.1603,-158.1887,-999,32.1,1.017,-999,9,-999,8.1511
73.1603,-158.1887,-999,22,3.017,-999,9,-999,8.1593
73.1603,-158.1887,-999,11,2.1,-999,9,-999,8.0586
73.1603,-158.1887,-999,5.9,2.107,-999,9,-999,8.0614
73.0415,-158.4005,-999,800.7,0.133,-999,9,-999,8.0838
73.0415,-158.4005,-999,750.1,0.207,-999,9,-999,8.0926
73.0415,-158.4005,-999,502,0.651,-999,9,-999,8.0854
73.0415,-158.4005,-999,450.9,0.75,-999,9,-999,8.0775
73.0415,-158.4005,-999,403,0.807,-999,9,-999,8.0892
73.0415,-158.4005,-999,353.2,0.798,-999,9,-999,8.078
73.0415,-158.4005,-999,302.2,0.657,-999,9,-999,8.0718
73.0415,-158.4005,-999,252.2,0.255,-999,9,-999,8.0403
73.0415,-158.4005,-999,200.2,-0.425,-999,9,-999,8.009
73.0415,-158.4005,-999,174.7,-0.979,-999,9,-999,7.9454
73.0415,-158.4005,-999,150.6,-1.497,-999,9,-999,7.7683
73.0415,-158.4005,-999,124.6,-1.46,-999,9,-999,7.8162
73.0415,-158.4005,-999,100.4,-1.381,-999,9,-999,7.9116
73.0415,-158.4005,-999,74.6,-0.541,-999,9,-999,8.075
73.0415,-158.4005,-999,49.3,2.347,-999,9,-999,8.1864
73.0415,-158.4005,-999,40.1,2.303,-999,9,-999,8.2079
73.0415,-158.4005,-999,31.4,2.099,-999,9,-999,8.1699
73.0415,-158.4005,-999,20.5,2.859,-999,9,-999,8.1329
73.0415,-158.4005,-999,4.4,2.499,-999,9,-999,8.1092
72.9222,-158.5972,-999,733.6,0.523,-999,9,-999,8.0687
72.9222,-158.5972,-999,502.6,0.643,-999,9,-999,8.0664
72.9222,-158.5972,-999,450.8,0.654,-999,9,-999,8.076
72.9222,-158.5972,-999,399,0.667,-999,9,-999,8.0656
72.9222,-158.5972,-999,349.9,0.666,-999,9,-999,8.0634
72.9222,-158.5972,-999,300.2,0.516,-999,9,-999,8.0473
72.9222,-158.5972,-999,200.9,-0.649,-999,9,-999,7.995
72.9222,-158.5972,-999,174.1,-1.067,-999,9,-999,7.9378
72.9222,-158.5972,-999,150.8,-1.342,-999,9,-999,7.8394
72.9222,-158.5972,-999,125,-1.392,-999,9,-999,7.7817
72.9222,-158.5972,-999,100.5,-1.403,-999,9,-999,7.8712
72.9222,-158.5972,-999,74.5,-0.523,-999,9,-999,8.0297
72.9222,-158.5972,-999,50.8,1.678,-999,9,-999,8.1614
72.9222,-158.5972,-999,42.2,2.426,-999,9,-999,8.1695
72.9222,-158.5972,-999,30.8,3.28,-999,9,-999,8.1647
72.9222,-158.5972,-999,18.3,2.901,-999,9,-999,8.1517
72.9222,-158.5972,-999,11.1,2.288,-999,9,-999,8.0883
72.9222,-158.5972,-999,3.4,2.288,-999,9,-999,8.0961
72.8582,-158.689,-999,304.4,0.469,-999,9,-999,8.0673
72.8582,-158.689,-999,200.2,-0.808,-999,9,-999,8.012
72.8582,-158.689,-999,175.2,-1.201,-999,9,-999,7.9594
72.8582,-158.689,-999,150.3,-1.433,-999,9,-999,7.9123
72.8582,-158.689,-999,125.1,-1.109,-999,9,-999,7.9595
72.8582,-158.689,-999,100,-1.462,-999,9,-999,8.0014
72.8582,-158.689,-999,74.4,-1.397,-999,9,-999,7.9536
72.8582,-158.689,-999,31.1,3.077,-999,9,-999,8.1858
72.8582,-158.689,-999,20.4,2.364,-999,9,-999,8.2078
72.8582,-158.689,-999,10.8,2.186,-999,9,-999,8.1837
72.8582,-158.689,-999,5.1,2.72,-999,9,-999,8.1189
72.8582,-158.689,-999,5,2.455,-999,9,-999,8.127
72.8012,-158.7808,-999,237.7,-0.212,-999,9,-999,8.017
72.8012,-158.7808,-999,200.5,-0.593,-999,9,-999,8.0039
72.8012,-158.7808,-999,174.5,-1.243,-999,9,-999,7.9432
72.8012,-158.7808,-999,150.8,-1.4,-999,9,-999,7.9417
72.8012,-158.7808,-999,126.6,-1.374,-999,9,-999,7.9092
72.8012,-158.7808,-999,100.8,-1.477,-999,9,-999,7.9965
72.8012,-158.7808,-999,76.6,-1.355,-999,9,-999,7.9585
72.8012,-158.7808,-999,51.1,-1.03,-999,9,-999,8.0494
72.8012,-158.7808,-999,41.2,-0.244,-999,9,-999,8.1863
72.8012,-158.7808,-999,30.8,3.329,-999,9,-999,8.2261
72.8012,-158.7808,-999,20.6,4.142,-999,9,-999,8.1885
72.8012,-158.7808,-999,10.2,2.102,-999,9,-999,8.1224
72.8012,-158.7808,-999,6,2.108,-999,9,-999,8.123
72.7427,-158.8888,-999,181.2,-0.969,-999,9,-999,7.93
72.7427,-158.8888,-999,172.6,-1.239,-999,9,-999,7.8386
72.7427,-158.8888,-999,150.9,-1.498,-999,9,-999,7.8158
72.7427,-158.8888,-999,126.4,-1.492,-999,9,-999,7.8623
72.7427,-158.8888,-999,100.8,-1.355,-999,9,-999,7.8806
72.7427,-158.8888,-999,75.8,-1.352,-999,9,-999,7.9008
72.7427,-158.8888,-999,49,-1.012,-999,9,-999,8.0802
72.7427,-158.8888,-999,30.4,1.208,-999,9,-999,8.1945
72.7427,-158.8888,-999,20.3,3.122,-999,9,-999,8.1856
72.7427,-158.8888,-999,11.5,2.091,-999,9,-999,8.0728
72.7427,-158.8888,-999,5.6,2.09,-999,9,-999,8.0914
71.2412,-157.176,-999,40.7,3.919,-999,9,-999,8.1186
71.2412,-157.176,-999,30.8,4.174,-999,9,-999,8.1193
71.2412,-157.176,-999,20.4,4.085,-999,9,-999,8.126
71.2412,-157.176,-999,10.1,4.07,-999,9,-999,8.1162
71.2412,-157.176,-999,2.4,4.071,-999,9,-999,8.1196
71.286,-157.2463,-999,51.1,3.849,-999,9,-999,7.9393
71.286,-157.2463,-999,40.1,4.317,-999,9,-999,8.1216
71.286,-157.2463,-999,30.3,4.29,-999,9,-999,8.127
71.286,-157.2463,-999,20.3,4.289,-999,9,-999,8.1364
71.286,-157.2463,-999,9.8,4.252,-999,9,-999,8.1375
71.286,-157.2463,-999,2.4,4.257,-999,9,-999,8.1418
71.3303,-157.3222,-999,75.4,2.276,-999,9,-999,8.0582
71.3303,-157.3222,-999,51.7,4.34,-999,9,-999,8.1294
71.3303,-157.3222,-999,40.7,4.323,-999,9,-999,8.1219
71.3303,-157.3222,-999,30.1,4.336,-999,9,-999,8.1195
71.3303,-157.3222,-999,20,4.342,-999,9,-999,8.1209
71.3303,-157.3222,-999,10.3,4.339,-999,9,-999,8.1229
71.3748,-157.4138,-999,100.3,-0.089,-999,9,-999,7.9859
71.3748,-157.4138,-999,75.7,2.92,-999,9,-999,8.0221
71.3748,-157.4138,-999,40.9,3.998,-999,9,-999,8.0385
71.3748,-157.4138,-999,10.5,4.27,-999,9,-999,8.1358
71.3748,-157.4138,-999,3.2,4.271,-999,9,-999,8.1276
71.4173,-157.4985,-999,116.3,-1.485,-999,9,-999,7.7394
71.4173,-157.4985,-999,101.3,-1.411,-999,9,-999,7.7015
71.4173,-157.4985,-999,77.2,1.004,-999,9,-999,8.0645
71.4173,-157.4985,-999,51.3,3.061,-999,9,-999,8.1038
71.4173,-157.4985,-999,30.6,3.573,-999,9,-999,8.1186
71.4173,-157.4985,-999,20.5,3.903,-999,9,-999,8.1112
71.4173,-157.4985,-999,10.5,4.271,-999,9,-999,8.1156
71.4173,-157.4985,-999,2.6,4.284,-999,9,-999,8.1053
71.4543,-157.6067,-999,103.5,-1.585,-999,9,-999,7.6289
71.4543,-157.6067,-999,74.6,-1.448,-999,9,-999,7.7187
71.4543,-157.6067,-999,40.3,-0.638,-999,9,-999,7.9556
71.4543,-157.6067,-999,30.2,-0.692,-999,9,-999,8.0981
71.4543,-157.6067,-999,19.3,1.686,-999,9,-999,8.2011
71.4543,-157.6067,-999,9.8,1.276,-999,9,-999,8.2072
71.4543,-157.6067,-999,1.7,1.112,-999,9,-999,8.2074
71.4942,-157.697,-999,50.9,-1.007,-999,9,-999,7.8719
71.4942,-157.697,-999,39.9,-0.412,-999,9,-999,7.9677
71.4942,-157.697,-999,30.4,0.75,-999,9,-999,8.0683
71.4942,-157.697,-999,20.3,1.443,-999,9,-999,8.0679
71.4942,-157.697,-999,10.4,1.222,-999,9,-999,8.1982
71.4942,-157.697,-999,1.6,1.223,-999,9,-999,8.1993
71.5357,-157.763,-999,66.3,-1.215,-999,9,-999,7.8412
71.5357,-157.763,-999,50.7,-0.921,-999,9,-999,7.925
71.5357,-157.763,-999,40.1,-0.751,-999,9,-999,7.933
71.5357,-157.763,-999,30.3,0.82,-999,9,-999,7.9959
71.5357,-157.763,-999,20.2,1.207,-999,9,-999,8.0959
71.5357,-157.763,-999,10.2,2.284,-999,9,-999,8.1871
71.5357,-157.763,-999,2.3,2.282,-999,9,-999,8.2012
71.581,-157.8475,-999,50.4,-1.18,-999,9,-999,7.8496
71.581,-157.8475,-999,40,0.284,-999,9,-999,7.6371
71.581,-157.8475,-999,29.6,1.192,-999,9,-999,7.9938
71.581,-157.8475,-999,19.6,1.646,-999,9,-999,8.0375
71.581,-157.8475,-999,10.3,2.702,-999,9,-999,8.1768
71.581,-157.8475,-999,2.7,2.711,-999,9,-999,8.1888
72.4305,-159.3643,-999,39.3,-1.468,-999,9,-999,7.8094
72.4305,-159.3643,-999,30.5,-1.18,-999,9,-999,8.0257
72.4305,-159.3643,-999,20.6,1.395,-999,9,-999,8.2277
72.4305,-159.3643,-999,10.8,1.445,-999,9,-999,8.1642
72.4305,-159.3643,-999,3.6,1.453,-999,9,-999,8.1814
72.492,-159.2672,-999,46.5,-1.562,-999,9,-999,7.6996
72.492,-159.2672,-999,39.6,-1.535,-999,9,-999,7.825
72.492,-159.2672,-999,30.3,-1.279,-999,9,-999,8.0628
72.492,-159.2672,-999,21.6,-0.662,-999,9,-999,8.2484
72.492,-159.2672,-999,10.5,1.459,-999,9,-999,8.1747
72.492,-159.2672,-999,3.7,1.479,-999,9,-999,8.1718
72.6137,-159.072,-999,73,-1.508,-999,9,-999,7.7703
72.6137,-159.072,-999,52.6,-1.262,-999,9,-999,7.9113
72.6137,-159.072,-999,40.1,-0.371,-999,9,-999,8.0655
72.6137,-159.072,-999,31,-0.771,-999,9,-999,8.1903
72.6137,-159.072,-999,10.9,2.211,-999,9,-999,8.1253
72.6137,-159.072,-999,5.5,2.222,-999,9,-999,8.1007
72.6758,-158.9838,-999,125.3,-1.508,-999,9,-999,7.7957
72.6758,-158.9838,-999,99.7,-1.507,-999,9,-999,7.7982
72.6758,-158.9838,-999,75.6,-1.16,-999,9,-999,7.9863
72.6758,-158.9838,-999,49.5,-0.537,-999,9,-999,8.0328
72.6758,-158.9838,-999,39.5,-0.916,-999,9,-999,8.0812
72.6758,-158.9838,-999,31,-0.626,-999,9,-999,8.1542
72.6758,-158.9838,-999,20,3.348,-999,9,-999,8.1825
72.6758,-158.9838,-999,4.3,2.114,-999,9,-999,7.983
71.1697,-152.2485,-999,26.9,2.971,-999,9,-999,8.106
71.1697,-152.2485,-999,19.6,2.339,-999,9,-999,8.135
71.1697,-152.2485,-999,9.6,2.222,-999,9,-999,8.1378
71.1697,-152.2485,-999,3.6,2.209,-999,9,-999,8.1529
71.2557,-152.187,-999,41.3,3.188,-999,9,-999,8.1693
71.2557,-152.187,-999,28.6,3.445,-999,9,-999,8.1794
71.2557,-152.187,-999,18.4,3.178,-999,9,-999,8.1668
71.2557,-152.187,-999,11.1,2.66,-999,9,-999,8.1649
71.2557,-152.187,-999,2.5,2.631,-999,9,-999,8.1906
71.3418,-152.117,-999,60.1,2.767,-999,9,-999,8.1429
71.3418,-152.117,-999,51,2.814,-999,9,-999,8.1391
71.3418,-152.117,-999,40.4,3.299,-999,9,-999,8.1635
71.3418,-152.117,-999,29.7,3.593,-999,9,-999,8.1765
71.3418,-152.117,-999,20.4,2.915,-999,9,-999,8.1727
71.3418,-152.117,-999,11,2.033,-999,9,-999,8.1443
71.3418,-152.117,-999,2.4,2.053,-999,9,-999,8.1652
71.4335,-152.0417,-999,178.7,-0.535,-999,9,-999,7.9346
71.4335,-152.0417,-999,149.4,-0.781,-999,9,-999,7.8899
71.4335,-152.0417,-999,125.9,-1.122,-999,9,-999,7.8482
71.4335,-152.0417,-999,99.7,-1.046,-999,9,-999,7.8775
71.4335,-152.0417,-999,75.2,2.587,-999,9,-999,8.121
71.4335,-152.0417,-999,51.2,2.815,-999,9,-999,8.1647
71.4335,-152.0417,-999,39.7,2.971,-999,9,-999,8.1856
71.4335,-152.0417,-999,30.1,3.029,-999,9,-999,8.1862
71.4335,-152.0417,-999,9.2,2.814,-999,9,-999,8.1655
71.5178,-151.9755,-999,427,0.429,-999,9,-999,8.0306
71.5178,-151.9755,-999,400.9,0.4,-999,9,-999,8.0326
71.5178,-151.9755,-999,300.2,0.161,-999,9,-999,8.0039
71.5178,-151.9755,-999,201.2,-0.398,-999,9,-999,7.9623
71.5178,-151.9755,-999,150.9,-0.8,-999,9,-999,7.9021
71.5178,-151.9755,-999,125.9,-1.11,-999,9,-999,7.8548
71.5178,-151.9755,-999,99.7,-1.14,-999,9,-999,7.8669
71.5178,-151.9755,-999,75.7,0.821,-999,9,-999,8.0183
71.5178,-151.9755,-999,49.8,3.608,-999,9,-999,8.1624
71.5178,-151.9755,-999,40,4.04,-999,9,-999,8.1454
71.5178,-151.9755,-999,29.6,3.904,-999,9,-999,8.1576
71.5178,-151.9755,-999,20,4.07,-999,9,-999,8.1538
71.6043,-151.9015,-999,801.2,0.285,-999,9,-999,8.0607
71.6043,-151.9015,-999,748.4,0.368,-999,9,-999,8.0749
71.6043,-151.9015,-999,448.8,0.615,-999,9,-999,8.061
71.6043,-151.9015,-999,400.1,0.621,-999,9,-999,8.0531
71.6043,-151.9015,-999,349.2,0.707,-999,9,-999,8.0591
71.6043,-151.9015,-999,300.2,0.571,-999,9,-999,8.0595
71.6043,-151.9015,-999,250.8,0.456,-999,9,-999,8.047
71.6043,-151.9015,-999,200.5,0.095,-999,9,-999,8.0062
71.6043,-151.9015,-999,174.7,-0.345,-999,9,-999,7.9861
71.6043,-151.9015,-999,149.3,-0.7,-999,9,-999,7.9216
71.6043,-151.9015,-999,124.3,-1.104,-999,9,-999,7.8636
71.6043,-151.9015,-999,100.4,-1.334,-999,9,-999,7.8549
71.6043,-151.9015,-999,75.1,-0.919,-999,9,-999,7.9391
71.6043,-151.9015,-999,50.5,1.342,-999,9,-999,8.131
71.6043,-151.9015,-999,40.5,2.335,-999,9,-999,8.1771
71.6043,-151.9015,-999,30.4,3.923,-999,9,-999,8.1992
71.6043,-151.9015,-999,21,3.809,-999,9,-999,8.1843
71.6043,-151.9015,-999,9.7,3.485,-999,9,-999,8.1668
71.6043,-151.9015,-999,4.2,2.331,-999,9,-999,8.1082
71.7357,-151.8108,-999,800.2,0.233,-999,9,-999,8.0754
71.7357,-151.8108,-999,749,0.279,-999,9,-999,8.0733
71.7357,-151.8108,-999,499.9,0.539,-999,9,-999,8.0843
71.7357,-151.8108,-999,450.1,0.55,-999,9,-999,8.0798
71.7357,-151.8108,-999,399.8,0.557,-999,9,-999,8.063
71.7357,-151.8108,-999,348.2,0.652,-999,9,-999,8.0776
71.7357,-151.8108,-999,300.4,0.55,-999,9,-999,8.0596
71.7357,-151.8108,-999,249.7,0.424,-999,9,-999,8.0542
71.7357,-151.8108,-999,150.3,-0.979,-999,9,-999,7.9547
71.7357,-151.8108,-999,125.3,-1.384,-999,9,-999,7.8815
71.7357,-151.8108,-999,100.1,-1.385,-999,9,-999,7.8989
71.7357,-151.8108,-999,75,-1.159,-999,9,-999,7.9658
71.7357,-151.8108,-999,50.4,0.237,-999,9,-999,8.0351
71.7357,-151.8108,-999,40.4,2.045,-999,9,-999,8.0727
71.7357,-151.8108,-999,30.2,3.349,-999,9,-999,8.1304
71.7357,-151.8108,-999,20.5,3.837,-999,9,-999,8.1484
71.7357,-151.8108,-999,9.5,2.748,-999,9,-999,8.1723
71.9783,-151.5508,-999,802.7,0.175,-999,9,-999,8.0708
71.9783,-151.5508,-999,747.8,0.252,-999,9,-999,8.0778
71.9783,-151.5508,-999,501.7,0.624,-999,9,-999,8.0682
71.9783,-151.5508,-999,398.6,0.672,-999,9,-999,8.0697
71.9783,-151.5508,-999,350.6,0.652,-999,9,-999,8.0601
71.9783,-151.5508,-999,302.1,0.5,-999,9,-999,8.0491
71.9783,-151.5508,-999,251.8,-0.091,-999,9,-999,7.9947
71.9783,-151.5508,-999,200.8,-0.857,-999,9,-999,7.9257
71.9783,-151.5508,-999,175.4,-1.082,-999,9,-999,7.8598
71.9783,-151.5508,-999,150.9,-1.283,-999,9,-999,7.8354
71.9783,-151.5508,-999,125.3,-0.857,-999,9,-999,7.8733
71.9783,-151.5508,-999,99.8,-0.49,-999,9,-999,7.9743
71.9783,-151.5508,-999,75.8,-0.283,-999,9,-999,8.0324
71.9783,-151.5508,-999,50.6,1.017,-999,9,-999,8.1418
71.9783,-151.5508,-999,39.2,2.058,-999,9,-999,8.1979
71.9783,-151.5508,-999,30.4,1.424,-999,9,-999,8.1904
71.9783,-151.5508,-999,2.7,2.387,-999,9,-999,8.0671
72.3212,-151.2345,-999,802.7,0.194,-999,9,-999,8.0821
72.3212,-151.2345,-999,749.4,0.266,-999,9,-999,8.0853
72.3212,-151.2345,-999,500.8,0.685,-999,9,-999,8.0962
72.3212,-151.2345,-999,449.6,0.762,-999,9,-999,8.0925
72.3212,-151.2345,-999,400.5,0.779,-999,9,-999,8.0792
72.3212,-151.2345,-999,349.2,0.691,-999,9,-999,8.0783
72.3212,-151.2345,-999,301,0.413,-999,9,-999,8.0476
72.3212,-151.2345,-999,250.2,-0.364,-999,9,-999,8.008
72.3212,-151.2345,-999,199.7,-1.241,-999,9,-999,7.9128
72.3212,-151.2345,-999,174,-1.538,-999,9,-999,7.862
72.3212,-151.2345,-999,149.8,-1.497,-999,9,-999,7.8795
72.3212,-151.2345,-999,125.7,-1.18,-999,9,-999,8
72.3212,-151.2345,-999,99.8,-0.874,-999,9,-999,8.0524
72.3212,-151.2345,-999,75.7,-0.818,-999,9,-999,8.0534
72.3212,-151.2345,-999,49.2,-0.453,-999,9,-999,8.148
72.3212,-151.2345,-999,40.7,-0.489,-999,9,-999,8.1411
72.3212,-151.2345,-999,30.7,0.648,-999,9,-999,8.1134
72.3212,-151.2345,-999,20,1.071,-999,9,-999,8.1054
72.3212,-151.2345,-999,10.4,0.707,-999,9,-999,8.0499
72.3212,-151.2345,-999,2.5,0.539,-999,9,-999,8.0606
72.6595,-150.8927,-999,799.3,0.227,-999,9,-999,8.0808
72.6595,-150.8927,-999,750.3,0.303,-999,9,-999,8.0641
72.6595,-150.8927,-999,502.3,0.713,-999,9,-999,8.0647
72.6595,-150.8927,-999,452.1,0.788,-999,9,-999,8.0735
72.6595,-150.8927,-999,402.5,0.751,-999,9,-999,8.0696
72.6595,-150.8927,-999,352.1,0.593,-999,9,-999,8.0624
72.6595,-150.8927,-999,300.6,0.148,-999,9,-999,8.0288
72.6595,-150.8927,-999,251.9,-0.629,-999,9,-999,8.0143
72.6595,-150.8927,-999,202.2,-1.373,-999,9,-999,7.8824
72.6595,-150.8927,-999,176.6,-1.464,-999,9,-999,7.8723
72.6595,-150.8927,-999,150.9,-1.435,-999,9,-999,7.8548
72.6595,-150.8927,-999,126,-1.327,-999,9,-999,7.9278
72.6595,-150.8927,-999,100.7,-1.117,-999,9,-999,7.985
72.6595,-150.8927,-999,75,-0.899,-999,9,-999,8.0558
72.6595,-150.8927,-999,50.8,0.026,-999,9,-999,8.1434
72.6595,-150.8927,-999,41,-0.166,-999,9,-999,8.1179
72.6595,-150.8927,-999,31,-0.396,-999,9,-999,8.1223
72.6595,-150.8927,-999,19.8,0.726,-999,9,-999,8.0676
72.6595,-150.8927,-999,10.8,0.24,-999,9,-999,8.0175
72.8148,-150.858,-999,3761.6,-0.254,-999,9,-999,7.983
72.8148,-150.858,-999,2899.4,-0.337,-999,9,-999,8.0119
72.8148,-150.858,-999,2000.2,-0.407,-999,9,-999,8.0619
72.8148,-150.858,-999,1503.5,-0.311,-999,9,-999,8.0624
72.8148,-150.858,-999,1001.4,-0.02,-999,9,-999,8.0735
72.8148,-150.858,-999,753.2,0.31,-999,9,-999,8.0683
72.8148,-150.858,-999,501.8,0.739,-999,9,-999,8.0651
72.8148,-150.858,-999,452.5,0.826,-999,9,-999,8.0842
72.8148,-150.858,-999,402.3,0.77,-999,9,-999,8.0681
72.8148,-150.858,-999,350.7,0.599,-999,9,-999,8.0622
72.8148,-150.858,-999,301.8,0.145,-999,9,-999,8.0217
72.8148,-150.858,-999,250.9,-0.537,-999,9,-999,8.0172
72.8148,-150.858,-999,201.1,-1.366,-999,9,-999,7.8724
72.8148,-150.858,-999,174.8,-1.523,-999,9,-999,7.8733
72.8148,-150.858,-999,126.5,-1.287,-999,9,-999,7.9434
72.8148,-150.858,-999,100.4,-1.074,-999,9,-999,8.0031
72.8148,-150.858,-999,75.6,-0.663,-999,9,-999,8.0886
72.8148,-150.858,-999,49.5,0.109,-999,9,-999,8.1463
72.8148,-150.858,-999,40.7,-0.14,-999,9,-999,8.1292
