latitude,longitude,ocean depth (m),depth of sample (m),temperature of ocean (C),dissolved oxygen (µmol kg-1),apparent oxygen utilization (µmol kg-1),temperature of pH measurement (C),pH
41.79,-125.29,3117,90.8,9.418,197.2,2,-999,7.8733
41.79,-125.29,3117,70,10.262,252.4,2,-999,7.9927
41.79,-125.29,3117,60,11.339,278.7,2,-999,8.0587
41.79,-125.29,3117,49.4,11.117,285.1,2,-999,8.0796
41.79,-125.29,3117,40.3,11.302,284.5,2,-999,8.0812
41.79,-125.29,3117,31.6,11.441,283.7,2,-999,8.0929
41.79,-125.29,3117,24.7,11.465,283.6,2,-999,8.1009
41.79,-125.29,3117,19.9,11.488,283.4,2,-999,8.104
41.79,-125.29,3117,15.6,11.514,283.3,2,-999,8.0964
41.79,-125.29,3117,10.5,11.543,283.2,2,-999,8.1007
41.79,-125.29,3117,4.5,11.57,283.2,2,-999,8.057
41.84,-125.08,1277,1253.7,3.055,26.8,2,-999,7.5608
41.84,-125.08,1277,792.3,4.082,9.6,2,-999,7.5122
41.84,-125.08,1277,594.1,4.741,15.9,2,-999,7.513
41.84,-125.08,1277,495,5.268,24.8,2,-999,7.5235
41.84,-125.08,1277,396,5.57,44.2,2,-999,7.5616
41.84,-125.08,1277,346.2,6.135,49.9,2,-999,7.5695
41.84,-125.08,1277,298.9,6.346,61.4,2,-999,7.5862
41.84,-125.08,1277,247.6,6.899,72.1,2,-999,7.6137
41.84,-125.08,1277,196.6,7.57,88.1,2,-999,7.6475
41.84,-125.08,1277,173.8,7.785,113.1,2,-999,7.7003
41.84,-125.08,1277,149.4,8.134,119.9,2,-999,7.6838
41.84,-125.08,1277,129.7,8.233,141.2,2,-999,7.7296
41.84,-125.08,1277,110,8.766,173.6,2,-999,7.8004
41.84,-125.08,1277,88.6,9.557,220.8,2,-999,7.9021
41.84,-125.08,1277,68.1,9.883,251.3,2,-999,7.9735
41.84,-125.08,1277,59.9,9.985,261.2,2,-999,7.9986
41.84,-125.08,1277,49.3,10.118,271.2,2,-999,7.9889
41.84,-125.08,1277,39.5,10.266,275.1,2,-999,7.9996
41.84,-125.08,1277,30.5,10.587,276.5,2,-999,8.0604
41.84,-125.08,1277,25.2,11.159,287.2,2,-999,8.1
41.84,-125.08,1277,19.8,11.164,290.7,2,-999,8.1043
41.84,-125.08,1277,14.7,11.284,291.1,2,-999,8.1046
41.84,-125.08,1277,9.8,11.556,290.4,2,-999,8.0975
41.84,-125.08,1277,5.4,11.589,290.3,2,-999,8.0948
41.87,-124.86,792,766.5,4.247,11.1,2,-999,7.5182
41.87,-124.86,792,594.9,4.692,14.7,2,-999,7.508
41.87,-124.86,792,496.4,5.097,22,2,-999,7.5211
41.87,-124.86,792,396.7,5.69,36.3,2,-999,7.5425
41.87,-124.86,792,297.7,6.353,51.7,2,-999,7.5694
41.87,-124.86,792,272.8,6.597,56.4,2,-999,7.5774
41.87,-124.86,792,248.1,6.802,61.9,2,-999,7.5898
41.87,-124.86,792,222.2,6.924,68,2,-999,7.6053
41.87,-124.86,792,198.2,7.177,74.9,2,-999,7.6035
41.87,-124.86,792,149.2,7.688,96.1,2,-999,7.637
41.87,-124.86,792,129.8,7.802,110.6,2,-999,7.6769
41.87,-124.86,792,110.3,8.001,108.6,2,-999,7.6576
41.87,-124.86,792,89.3,8.666,157.3,2,-999,7.7139
41.87,-124.86,792,68.9,9.101,200.9,2,-999,7.8004
41.87,-124.86,792,59.8,8.977,202.7,2,-999,7.8323
41.87,-124.86,792,50.1,9.371,234.1,2,-999,7.9047
41.87,-124.86,792,39.6,9.35,259.1,2,-999,7.9663
41.87,-124.86,792,29.5,9.916,280.2,2,-999,8.034
41.87,-124.86,792,24.8,10.257,286.1,2,-999,8.0398
41.87,-124.86,792,18.9,10.455,291.1,2,-999,8.0687
41.87,-124.86,792,15.1,10.535,290.9,2,-999,8.0681
41.87,-124.86,792,9.9,10.947,291.3,2,-999,8.0873
41.87,-124.86,792,4,11.063,291.1,2,-999,8.0769
41.92,-124.64,601,579,5,19.5,2,-999,7.4971
41.92,-124.64,601,496.7,5.079,22.1,2,-999,7.5237
41.92,-124.64,601,396.5,5.803,38.2,2,-999,7.5717
41.92,-124.64,601,346.5,6.071,45,2,-999,7.6111
41.92,-124.64,601,297.5,6.208,48.6,2,-999,7.5524
41.92,-124.64,601,272.4,6.296,50.6,2,-999,7.5724
41.92,-124.64,601,222.3,6.589,54.6,2,-999,7.5844
41.92,-124.64,601,198,6.7,55.7,2,-999,7.602
41.92,-124.64,601,173.8,6.942,56,2,-999,7.605
41.92,-124.64,601,149,7.091,56.1,2,-999,7.5908
41.92,-124.64,601,128.6,7.359,74.9,2,-999,7.5963
41.92,-124.64,601,109.8,7.597,95.3,2,-999,7.6381
41.92,-124.64,601,88.9,8.017,128.3,2,-999,7.6697
41.92,-124.64,601,69.6,8.258,135.5,2,-999,7.6753
41.92,-124.64,601,59.5,8.434,146.3,2,-999,7.7125
41.92,-124.64,601,49.6,8.646,183.6,2,-999,7.7577
41.92,-124.64,601,39.7,8.812,197.2,2,-999,7.7956
41.92,-124.64,601,29.4,9.032,202.5,2,-999,7.8116
41.92,-124.64,601,24.8,9.14,208.3,2,-999,7.8132
41.92,-124.64,601,20.1,9.222,216.3,2,-999,7.8257
41.92,-124.64,601,15.2,9.276,222.9,2,-999,7.8345
41.92,-124.64,601,5.1,9.263,224.3,2,-999,7.8359
41.96,-124.48,110,96.2,7.196,68.4,2,-999,7.6046
41.96,-124.48,110,79.7,7.342,78.5,2,-999,7.6159
41.96,-124.48,110,69.2,7.421,86.4,2,-999,7.6282
41.96,-124.48,110,59.4,7.564,107.1,2,-999,7.6486
41.96,-124.48,110,49.9,7.751,125,2,-999,7.673
41.96,-124.48,110,39.9,7.853,131.2,2,-999,7.6826
41.96,-124.48,110,30.5,7.901,144.8,2,-999,7.6916
41.96,-124.48,110,24.9,7.968,148.9,2,-999,7.7062
41.96,-124.48,110,20.2,8.096,161,2,-999,7.7448
41.96,-124.48,110,14.9,8.252,184.7,2,-999,7.7652
41.96,-124.48,110,9.9,8.519,202.9,2,-999,7.8151
41.99,-124.35,52,40.1,6.92,59.4,2,-999,7.6008
41.99,-124.35,52,30,7.015,68.3,2,-999,7.5946
41.99,-124.35,52,24.5,7.193,79.6,2,-999,7.6291
41.99,-124.35,52,19.6,7.312,88.8,2,-999,7.636
41.99,-124.35,52,15.1,7.542,104.8,2,-999,7.6561
41.99,-124.35,52,9.7,7.678,120.2,2,-999,7.6506
41.99,-124.35,52,5.1,7.867,126.3,2,-999,7.6683
39.36,-126.39,4094,4014.5,1.483,141.8,2,-999,7.7267
39.36,-126.39,4094,3444.6,1.529,123.1,2,-999,7.7241
39.36,-126.39,4094,2466.9,1.758,90.7,2,-999,7.682
39.36,-126.39,4094,1483.3,2.666,36.3,2,-999,7.5968
39.36,-126.39,4094,495.4,5.224,38.8,2,-999,7.5619
39.36,-126.39,4094,346.4,6.282,85.6,2,-999,7.6426
39.36,-126.39,4094,247.9,7.457,155.8,2,-999,7.7667
39.36,-126.39,4094,198.5,8.023,158.4,2,-999,7.795
39.36,-126.39,4094,173.1,8.543,169.9,2,-999,7.8219
39.36,-126.39,4094,148.9,9.135,190.5,2,-999,7.8569
39.36,-126.39,4094,128.8,9.639,235.3,2,-999,7.9516
39.36,-126.39,4094,109.6,10.133,258,2,-999,8.007
39.36,-126.39,4094,89.4,11.04,263.1,2,-999,8.0245
39.36,-126.39,4094,69.2,11.422,267.5,2,-999,8.0426
39.36,-126.39,4094,49.1,12.279,278,2,-999,8.0804
39.36,-126.39,4094,40.5,13.41,272.9,2,-999,8.0682
39.36,-126.39,4094,30.2,13.415,274.5,2,-999,8.0716
39.36,-126.39,4094,25,13.373,276.9,2,-999,8.0774
39.36,-126.39,4094,20.1,13.354,276.7,2,-999,8.0758
39.36,-126.39,4094,14.6,13.378,276.5,2,-999,8.0803
39.36,-126.39,4094,9.7,13.638,275.6,2,-999,8.0773
39.36,-126.39,4094,4.6,13.636,275.4,2,-999,8.0798
39.69,-125.64,3569,3493.8,1.533,122.3,2,-999,7.7168
39.69,-125.64,3569,2466.7,1.761,91.4,2,-999,7.6902
39.69,-125.64,3569,1974.4,1.971,65.5,2,-999,7.6338
39.69,-125.64,3569,1483.5,2.686,36.9,2,-999,7.5849
39.69,-125.64,3569,791.1,4.071,9.2,2,-999,7.5204
39.69,-125.64,3569,496.4,5.289,32,2,-999,7.5304
39.69,-125.64,3569,340.3,6.464,58.9,2,-999,7.5792
39.69,-125.64,3569,249.4,7.296,79.7,2,-999,7.6176
39.69,-125.64,3569,198.2,8.041,104.2,2,-999,7.6599
39.69,-125.64,3569,174,8.363,112.5,2,-999,7.6771
39.69,-125.64,3569,149.3,8.501,147.9,2,-999,7.7487
39.69,-125.64,3569,128.9,8.779,185.2,2,-999,7.8353
39.69,-125.64,3569,109.1,9.338,213.8,2,-999,7.9026
39.69,-125.64,3569,91,9.808,239.5,2,-999,7.9565
39.69,-125.64,3569,69.9,10.574,264.5,2,-999,8.019
39.69,-125.64,3569,60.7,10.832,268.2,2,-999,8.0348
39.69,-125.64,3569,48.5,11.19,272,2,-999,8.0358
39.69,-125.64,3569,40.2,11.758,273.3,2,-999,8.0562
39.69,-125.64,3569,29.9,12.618,276.4,2,-999,8.0751
39.69,-125.64,3569,25.3,12.699,277.3,2,-999,8.0829
39.69,-125.64,3569,20,12.743,279.4,2,-999,8.0881
39.69,-125.64,3569,14.9,12.885,279.2,2,-999,8.0906
39.69,-125.64,3569,10,12.884,279,2,-999,8.0899
39.69,-125.64,3569,4.3,12.879,278.7,2,-999,8.093
39.86,-125.27,3013,2957.9,1.64,110.5,2,-999,7.7065
39.86,-125.27,3013,2466.5,1.791,91.6,2,-999,7.6647
39.86,-125.27,3013,1484.8,2.676,37.1,2,-999,7.5688
39.86,-125.27,3013,793,3.964,8.8,2,-999,7.495
39.86,-125.27,3013,495.5,5.317,27.4,2,-999,7.5203
39.86,-125.27,3013,346.8,6.083,48.4,2,-999,7.5464
39.86,-125.27,3013,298.8,6.396,56.2,2,-999,7.5778
39.86,-125.27,3013,172.6,7.786,101.6,2,-999,7.673
39.86,-125.27,3013,149.8,8.148,116.8,2,-999,7.6803
39.86,-125.27,3013,130.1,8.443,124.9,2,-999,7.7017
39.86,-125.27,3013,108.1,9.105,148.5,2,-999,7.7432
39.86,-125.27,3013,89.7,9.374,184.7,2,-999,7.8234
39.86,-125.27,3013,70.2,9.888,233.3,2,-999,7.9347
39.86,-125.27,3013,59.1,10.123,252.6,2,-999,7.9935
39.86,-125.27,3013,39.9,11.797,288,2,-999,8.121
39.86,-125.27,3013,25.3,11.947,286.8,2,-999,8.0945
39.86,-125.27,3013,20,11.959,286.4,2,-999,8.0958
39.86,-125.27,3013,14.3,12.183,285.3,2,-999,8.0989
39.86,-125.27,3013,9.5,12.281,285.1,2,-999,8.0959
39.86,-125.27,3013,4.7,12.343,285,2,-999,8.0959
39.93,-125.12,1976,1922.4,2.091,66.1,2,-999,7.6552
39.93,-125.12,1976,1481.9,2.675,40.8,2,-999,7.5941
39.93,-125.12,1976,495.4,5.306,25.3,2,-999,7.5481
39.93,-125.12,1976,347.3,6.072,50.7,2,-999,7.5811
39.93,-125.12,1976,298.2,6.617,58.9,2,-999,7.5937
39.93,-125.12,1976,248.4,7.035,73.4,2,-999,7.6251
39.93,-125.12,1976,198.7,7.458,80.8,2,-999,7.6282
39.93,-125.12,1976,173.9,7.876,98,2,-999,7.6586
39.93,-125.12,1976,151,8.049,104.2,2,-999,7.6807
39.93,-125.12,1976,130.3,8.227,119.7,2,-999,7.7031
39.93,-125.12,1976,109.1,8.686,133.5,2,-999,7.7281
39.93,-125.12,1976,89.1,9.014,157.3,2,-999,7.7633
39.93,-125.12,1976,69,9.374,193.6,2,-999,7.846
39.93,-125.12,1976,59.6,9.684,222.3,2,-999,7.9057
39.93,-125.12,1976,49.3,9.997,247,2,-999,7.9437
39.93,-125.12,1976,39,10.114,264,2,-999,7.9591
39.93,-125.12,1976,29.5,11.849,281.9,2,-999,8.0429
39.93,-125.12,1976,24.2,12.06,289.3,2,-999,8.0744
39.93,-125.12,1976,19.8,12.086,289.1,2,-999,8.079
39.93,-125.12,1976,14.4,12.097,289.4,2,-999,8.0795
39.93,-125.12,1976,9.6,12.086,288.7,2,-999,8.0788
39.93,-125.12,1976,3.6,12.098,289.1,2,-999,8.0793
40.01,-124.95,1412,793.2,4.17,9.9,2,-999,7.5285
40.01,-124.95,1412,496.2,4.962,27.6,2,-999,7.5237
40.01,-124.95,1412,396.3,5.693,40.9,2,-999,7.5443
40.01,-124.95,1412,346.8,6.111,45.9,2,-999,7.5598
40.01,-124.95,1412,297.8,6.454,55.1,2,-999,7.5723
40.01,-124.95,1412,246.9,6.782,55.7,2,-999,7.5767
40.01,-124.95,1412,199.8,7.111,72.3,2,-999,7.6087
40.01,-124.95,1412,174.1,7.463,83.7,2,-999,7.6253
40.01,-124.95,1412,148.4,7.725,93.7,2,-999,7.6495
40.01,-124.95,1412,129.1,7.942,95.4,2,-999,7.6477
40.01,-124.95,1412,108.8,8.28,118.4,2,-999,7.6802
40.01,-124.95,1412,70.5,8.877,145.7,2,-999,7.7395
40.01,-124.95,1412,60.3,9.017,154.8,2,-999,7.7478
40.01,-124.95,1412,49.7,9.344,189,2,-999,7.8243
40.01,-124.95,1412,39.3,9.919,234,2,-999,7.8944
40.01,-124.95,1412,29.8,11.336,270.1,2,-999,7.9946
40.01,-124.95,1412,24.7,11.47,272.1,2,-999,8.0293
40.01,-124.95,1412,19.3,11.511,272.2,2,-999,8.0269
40.01,-124.95,1412,15.5,11.761,274.2,2,-999,8.0493
40.01,-124.95,1412,10.5,11.816,281.4,2,-999,8.0569
40.01,-124.95,1412,4.9,11.816,281,2,-999,8.0574
40.09,-124.77,1055,793.7,4.18,11.1,2,-999,7.5317
40.09,-124.77,1055,496.4,4.923,21.7,2,-999,7.5154
40.09,-124.77,1055,397,5.357,34.1,2,-999,7.534
40.09,-124.77,1055,347.3,5.516,41.7,2,-999,7.5503
40.09,-124.77,1055,298.3,6.005,52.2,2,-999,7.5715
40.09,-124.77,1055,247.6,6.531,68.5,2,-999,7.6136
40.09,-124.77,1055,197.6,7.135,83.9,2,-999,7.6384
40.09,-124.77,1055,172.9,7.51,116,2,-999,7.6762
40.09,-124.77,1055,149.3,7.969,151.6,2,-999,7.7237
40.09,-124.77,1055,129.9,8.114,148.3,2,-999,7.7406
40.09,-124.77,1055,108.6,8.673,170.6,2,-999,7.8267
40.09,-124.77,1055,90,9.127,194.2,2,-999,7.8676
40.09,-124.77,1055,69.3,9.132,194.1,2,-999,7.8602
40.09,-124.77,1055,59.4,9.157,198.8,2,-999,7.8616
40.09,-124.77,1055,49.3,9.151,206.1,2,-999,7.8608
40.09,-124.77,1055,39.7,9.172,205.8,2,-999,7.8616
40.09,-124.77,1055,30.1,9.181,205.5,2,-999,7.8677
40.09,-124.77,1055,24.3,9.326,205.4,2,-999,7.8698
40.09,-124.77,1055,19.8,9.283,205.3,2,-999,7.8558
40.09,-124.77,1055,14.7,9.412,205.1,2,-999,7.8644
40.09,-124.77,1055,4.6,9.468,204.9,2,-999,7.8701
40.17,-124.57,668,650,5.143,18.6,2,-999,7.5228
40.17,-124.57,668,496.8,5.887,30.4,2,-999,7.5353
40.17,-124.57,668,400.1,6.286,42.2,2,-999,7.5496
40.17,-124.57,668,345.9,6.544,55.6,2,-999,7.5816
40.17,-124.57,668,299.2,6.8,67.6,2,-999,7.6119
40.17,-124.57,668,273.4,7.096,100.7,2,-999,7.6286
40.17,-124.57,668,248.3,7.223,112.3,2,-999,7.6565
40.17,-124.57,668,223,7.271,115,2,-999,7.6476
40.17,-124.57,668,197.3,7.28,115.7,2,-999,7.6525
40.17,-124.57,668,173,7.276,115.2,2,-999,7.6525
40.17,-124.57,668,147.7,7.297,116.9,2,-999,7.6598
40.17,-124.57,668,128.6,7.302,117.8,2,-999,7.6578
40.17,-124.57,668,110.1,7.335,120.4,2,-999,7.6555
40.17,-124.57,668,89.2,7.349,120.3,2,-999,7.6683
40.17,-124.57,668,69.4,7.501,140.1,2,-999,7.7059
40.17,-124.57,668,59,7.485,136.8,2,-999,7.7099
40.17,-124.57,668,49.8,7.505,140.3,2,-999,7.7039
40.17,-124.57,668,39.2,7.519,141.2,2,-999,7.7074
40.17,-124.57,668,30.2,7.529,155.5,2,-999,7.7074
40.17,-124.57,668,25.3,7.524,155.6,2,-999,7.712
40.17,-124.57,668,20.3,7.537,143.3,2,-999,7.7189
40.17,-124.57,668,14.2,7.541,156.7,2,-999,7.726
40.17,-124.57,668,9.2,7.539,157.5,2,-999,7.7197
40.17,-124.57,668,5.6,7.542,157,2,-999,7.7256
40.23,-124.45,123,108.6,6.98,85.7,2,-999,7.6303
40.23,-124.45,123,89.5,7.214,111.1,2,-999,7.6688
40.23,-124.45,123,71.9,7.226,110.9,2,-999,7.6516
40.23,-124.45,123,59.5,7.307,119.4,2,-999,7.6601
40.23,-124.45,123,50,7.78,158.7,2,-999,7.788
40.23,-124.45,123,30.6,7.875,171.8,2,-999,7.7952
40.23,-124.45,123,24.8,7.882,171.8,2,-999,7.7963
40.23,-124.45,123,19,7.88,171.7,2,-999,7.7918
40.23,-124.45,123,14.4,7.875,171.5,2,-999,7.8112
40.23,-124.45,123,9.8,7.897,180,2,-999,7.817
40.23,-124.45,123,4.6,7.877,171.3,2,-999,7.7957
40.26,-124.39,57,44.6,7.357,106.4,2,-999,7.6916
40.26,-124.39,57,30,7.653,155.8,2,-999,7.7592
40.26,-124.39,57,24.6,7.801,211.1,2,-999,7.7863
40.26,-124.39,57,19.2,7.795,210.9,2,-999,7.7824
40.26,-124.39,57,14.8,7.814,210.8,2,-999,7.7972
40.26,-124.39,57,9.2,7.78,210.6,2,-999,7.7877
40.26,-124.39,57,3.2,7.802,210.4,2,-999,7.7948
37.63,-125.07,4171,4127,1.494,142.5,2,-999,7.7175
37.63,-125.07,4171,3445.5,1.533,123.3,2,-999,7.7024
37.63,-125.07,4171,2466.7,1.768,93.2,2,-999,7.6768
37.63,-125.07,4171,1482.6,2.706,40.2,2,-999,7.5913
37.63,-125.07,4171,793.9,4.237,9.1,2,-999,7.5106
37.63,-125.07,4171,495.3,5.531,38.8,2,-999,7.5341
37.63,-125.07,4171,346.3,6.973,67.2,2,-999,7.6035
37.63,-125.07,4171,248.6,8.165,99,2,-999,7.6779
37.63,-125.07,4171,198.7,8.808,118.8,2,-999,7.7124
37.63,-125.07,4171,171.3,9.211,131.9,2,-999,7.7594
37.63,-125.07,4171,148.5,9.613,181.9,2,-999,7.8095
37.63,-125.07,4171,128.9,10.347,231.2,2,-999,7.9411
37.63,-125.07,4171,89.4,11.993,268.1,2,-999,8.0425
37.63,-125.07,4171,69.8,12.483,271.7,2,-999,8.0592
37.63,-125.07,4171,58.9,12.831,270.5,2,-999,8.0605
37.63,-125.07,4171,49.5,13.078,270.6,2,-999,8.0633
37.63,-125.07,4171,39.9,13.21,270.7,2,-999,8.0654
37.63,-125.07,4171,29.8,13.208,270.3,2,-999,8.0679
37.63,-125.07,4171,25.6,13.207,270,2,-999,8.0623
37.63,-125.07,4171,19.7,13.208,269.9,2,-999,8.0498
37.63,-125.07,4171,14.1,13.206,269.6,2,-999,8.0597
37.63,-125.07,4171,9.2,13.207,269.5,2,-999,8.0689
37.63,-125.07,4171,5,13.207,269.4,2,-999,8.073
37.97,-124.35,3859,3825.8,1.499,132.1,2,-999,7.7111
37.97,-124.35,3859,2955.4,1.62,111.9,2,-999,7.7021
37.97,-124.35,3859,1976.5,2.042,71,2,-999,7.6478
37.97,-124.35,3859,1484.6,2.696,39.5,2,-999,7.5924
37.97,-124.35,3859,793.5,4.225,9.5,2,-999,7.4915
37.97,-124.35,3859,495.4,5.225,33.3,2,-999,7.5293
37.97,-124.35,3859,348.1,6.212,65.9,2,-999,7.5885
37.97,-124.35,3859,248.9,7.483,108.9,2,-999,7.6757
37.97,-124.35,3859,199.4,8.036,128,2,-999,7.717
37.97,-124.35,3859,172.5,8.375,141.8,2,-999,7.7404
37.97,-124.35,3859,150.9,8.663,157.9,2,-999,7.787
37.97,-124.35,3859,128.7,8.97,187.3,2,-999,7.8432
37.97,-124.35,3859,109.5,9.851,219.1,2,-999,7.8965
37.97,-124.35,3859,90.5,9.964,237.8,2,-999,7.9693
37.97,-124.35,3859,69.9,11.084,266.5,2,-999,8.0557
37.97,-124.35,3859,49.4,11.5,269.4,2,-999,8.0358
37.97,-124.35,3859,41.2,11.755,271.4,2,-999,8.0445
37.97,-124.35,3859,29.2,12.038,274.9,2,-999,8.0652
37.97,-124.35,3859,25.5,12.064,274.9,2,-999,8.0614
37.97,-124.35,3859,19.6,12.068,274.7,2,-999,8.0568
37.97,-124.35,3859,13.8,12.067,274.4,2,-999,8.0634
37.97,-124.35,3859,9.6,12.066,274.3,2,-999,8.0666
37.97,-124.35,3859,4.4,12.068,274.1,2,-999,8.0633
38.14,-123.98,3605,396.8,5.975,41.3,2,-999,7.56
38.14,-123.98,3605,350.5,6.276,53.2,2,-999,7.5675
38.14,-123.98,3605,273.7,6.76,81.8,2,-999,7.6219
38.14,-123.98,3605,249.6,7.137,83.4,2,-999,7.6369
38.14,-123.98,3605,223.4,7.536,92.6,2,-999,7.6302
38.14,-123.98,3605,198.8,7.754,106.5,2,-999,7.6626
38.14,-123.98,3605,175.5,8.078,120.9,2,-999,7.6864
38.14,-123.98,3605,149,8.294,129.3,2,-999,7.7039
38.14,-123.98,3605,129.6,8.492,139.4,2,-999,7.7177
38.14,-123.98,3605,109.9,8.924,151.6,2,-999,7.7449
38.14,-123.98,3605,88.2,9.247,190.3,2,-999,7.7693
38.14,-123.98,3605,71,9.46,215.1,2,-999,7.7958
38.14,-123.98,3605,59.4,9.698,231.5,2,-999,7.8291
38.14,-123.98,3605,50.5,9.846,213.8,2,-999,7.8372
38.14,-123.98,3605,39.8,9.476,209.8,2,-999,7.8312
38.14,-123.98,3605,29.4,10.365,254.4,2,-999,7.8959
38.14,-123.98,3605,24.7,10.424,256.5,2,-999,7.9005
38.14,-123.98,3605,22.1,10.511,260.1,2,-999,7.9108
38.14,-123.98,3605,15.7,10.533,262.1,2,-999,7.908
38.14,-123.98,3605,10.5,10.519,260.3,2,-999,7.912
38.47,-123.25,70,58.8,8.071,134.3,2,-999,7.7122
38.47,-123.25,70,50.1,8.107,141.6,2,-999,7.7035
38.47,-123.25,70,40.2,8.161,145.5,2,-999,7.7107
38.47,-123.25,70,30,8.542,223.3,2,-999,7.8734
38.47,-123.25,70,24,8.67,248.6,2,-999,7.9192
38.47,-123.25,70,20.3,8.693,246.5,2,-999,7.9318
38.47,-123.25,70,15.8,8.797,254.1,2,-999,7.9645
38.47,-123.25,70,9.2,8.903,258.3,2,-999,8.0104
38.47,-123.25,70,4.6,9.089,258.2,2,-999,8.0551
38.4,-123.4,129,117.7,7.451,72.8,2,-999,7.6104
38.4,-123.4,129,90,8.274,175.4,2,-999,7.7814
38.4,-123.4,129,69,8.459,186.8,2,-999,7.8248
38.4,-123.4,129,59.6,8.541,219.9,2,-999,7.8581
38.4,-123.4,129,40.2,8.716,246.5,2,-999,7.9445
38.4,-123.4,129,30.6,8.79,269.1,2,-999,7.9848
38.4,-123.4,129,24.9,8.8,272.6,2,-999,7.9958
38.4,-123.4,129,19.7,8.809,273.8,2,-999,7.9993
38.4,-123.4,129,14.4,8.817,276.6,2,-999,8.0291
38.4,-123.4,129,10.3,8.821,286.5,2,-999,8.0314
38.4,-123.4,129,4.4,8.863,301.9,2,-999,8.0726
38.33,-123.54,271,258.3,7.023,47.5,2,-999,7.5628
38.33,-123.54,271,248.8,7.047,48.7,2,-999,7.5748
38.33,-123.54,271,223.5,7.257,59,2,-999,7.6014
38.33,-123.54,271,199.4,7.409,64.1,2,-999,7.609
38.33,-123.54,271,172.9,7.719,79.1,2,-999,7.6327
38.33,-123.54,271,149.1,7.797,86.1,2,-999,7.6399
38.33,-123.54,271,130.3,7.945,112.1,2,-999,7.6838
38.33,-123.54,271,108.6,8.159,125.5,2,-999,7.703
38.33,-123.54,271,89.6,8.271,131.7,2,-999,7.7083
38.33,-123.54,271,79.9,8.427,137.2,2,-999,7.725
38.33,-123.54,271,59.1,8.671,149.6,2,-999,7.7632
38.33,-123.54,271,49.4,8.934,175.9,2,-999,7.7666
38.33,-123.54,271,39.5,9.167,205.5,2,-999,7.8009
38.33,-123.54,271,30.1,9.224,206.6,2,-999,7.7908
38.33,-123.54,271,24.4,9.311,213.2,2,-999,7.8272
38.33,-123.54,271,19.6,9.334,214.8,2,-999,7.8316
38.33,-123.54,271,14.4,9.433,217.4,2,-999,7.8306
38.33,-123.54,271,9.7,9.717,222.6,2,-999,7.8239
38.33,-123.54,271,4.8,9.994,222.8,2,-999,7.8168
38.27,-123.69,1549,1527.4,2.713,43.2,2,-999,7.6013
38.27,-123.69,1549,792.9,4.507,11.5,2,-999,7.5366
38.27,-123.69,1549,594.8,5.333,15.5,2,-999,7.5224
38.27,-123.69,1549,496.2,5.824,22.1,2,-999,7.5286
38.27,-123.69,1549,396,6.477,36.5,2,-999,7.5518
38.27,-123.69,1549,347.9,6.668,45.1,2,-999,7.5668
38.27,-123.69,1549,298.2,7.044,54.7,2,-999,7.5921
38.27,-123.69,1549,247.4,7.59,70,2,-999,7.6092
38.27,-123.69,1549,199.3,7.873,106.2,2,-999,7.6831
38.27,-123.69,1549,173.6,8.233,119.1,2,-999,7.7144
38.27,-123.69,1549,148.9,8.56,146.5,2,-999,7.7467
38.27,-123.69,1549,129,8.838,172.1,2,-999,7.7736
38.27,-123.69,1549,110.2,9.199,204.7,2,-999,7.8062
38.27,-123.69,1549,88.9,9.467,210.6,2,-999,7.8229
38.27,-123.69,1549,70,9.547,218.3,2,-999,7.8312
38.27,-123.69,1549,59,9.577,219.6,2,-999,7.8251
38.27,-123.69,1549,49.8,9.789,228.9,2,-999,7.8514
38.27,-123.69,1549,39.2,10.064,237,2,-999,7.8763
38.27,-123.69,1549,28.7,10.142,242.8,2,-999,7.8984
38.27,-123.69,1549,24.7,10.211,245,2,-999,7.9188
38.27,-123.69,1549,20.4,10.3,249.6,2,-999,7.9133
38.27,-123.69,1549,13.9,10.333,249.9,2,-999,7.9231
38.27,-123.69,1549,9.8,10.354,250.1,2,-999,7.9305
38.27,-123.69,1549,5.2,10.623,250.3,2,-999,7.9395
38.2,-123.84,3197,3163,1.635,113.9,2,-999,7.7139
38.2,-123.84,3197,2467.9,1.821,92,2,-999,7.6905
38.2,-123.84,3197,1483.6,2.803,40.2,2,-999,7.6023
38.2,-123.84,3197,792.9,4.454,11.4,2,-999,7.545
38.2,-123.84,3197,495.7,5.809,22,2,-999,7.5356
38.2,-123.84,3197,397.8,6.548,35.9,2,-999,7.5904
38.2,-123.84,3197,296.8,7.275,65.1,2,-999,7.7043
38.2,-123.84,3197,246.8,7.747,92.9,2,-999,7.6815
38.2,-123.84,3197,199.3,8.588,177.8,2,-999,7.7695
38.2,-123.84,3197,173.5,8.799,192.3,2,-999,7.8134
38.2,-123.84,3197,149.1,8.915,198,2,-999,7.8053
38.2,-123.84,3197,128.3,9.076,207.3,2,-999,7.823
38.2,-123.84,3197,108.2,9.178,214.3,2,-999,7.8384
38.2,-123.84,3197,90.7,9.28,208.4,2,-999,7.8356
38.2,-123.84,3197,69.4,9.611,216.3,2,-999,7.8516
38.2,-123.84,3197,59.9,9.711,220,2,-999,7.8852
38.2,-123.84,3197,49.1,10.136,236.1,2,-999,7.9029
38.2,-123.84,3197,39.5,10.272,250.3,2,-999,7.9242
38.2,-123.84,3197,30.2,10.328,253,2,-999,7.9282
